date,site_id,region,utility_provider,rate_class,total_kwh,peak_kw,demand_charge,energy_charge,total_cost
2024-08-12,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139074.94,6475.01,115820.04,12747.89,128567.94
2024-08-13,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146361.25,6857.97,117568.99,15195.55,132764.53
2024-08-14,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144193.05,7703.06,113134.31,13155.89,126290.2
2024-08-15,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,145777.78,7122.53,132801.28,8996.15,141797.43
2024-08-16,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,138883.44,7261.1,137151.57,10852.06,148003.63
2024-08-17,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136996.46,7391.58,95454.2,13561.0,109015.2
2024-08-18,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141762.13,7661.5,103099.65,11844.69,114944.35
2024-08-19,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,140510.55,7040.11,123841.01,13641.37,137482.38
2024-08-20,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139246.67,6635.13,102006.05,12845.88,114851.93
2024-08-21,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,135345.53,7219.07,126084.52,12798.42,138882.94
2024-08-22,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144940.82,7282.87,116414.64,14603.18,131017.83
2024-08-23,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,134240.53,6606.03,117333.8,11393.43,128727.23
2024-08-24,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,134702.85,6331.05,89470.39,9858.12,99328.5
2024-08-25,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,143382.19,6871.27,109625.54,13141.68,122767.22
2024-08-26,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141067.83,7450.86,135361.91,11316.33,146678.24
2024-08-27,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,138866.64,6774.23,91282.51,14988.07,106270.58
2024-08-28,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,134147.58,7010.31,131069.24,8506.63,139575.87
2024-08-29,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,138923.56,7427.22,125395.46,13347.31,138742.77
2024-08-30,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146007.23,7174.61,93844.0,15725.61,109569.61
2024-08-31,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139433.52,6704.33,89141.46,12129.62,101271.08
2024-09-01,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144363.14,7634.89,101065.98,15556.83,116622.81
2024-09-02,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141255.46,7032.45,104166.86,10907.63,115074.5
2024-09-03,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,138261.14,7149.17,112080.73,12431.65,124512.39
2024-09-04,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,133511.85,6205.81,122512.68,8026.33,130539.01
2024-09-05,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,132479.73,6185.8,114186.47,10032.67,124219.14
2024-09-06,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,145768.64,7640.72,123553.58,13779.22,137332.8
2024-09-07,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,133532.47,7186.46,122971.84,13075.45,136047.29
2024-09-08,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,142859.49,7409.77,147043.99,13123.3,160167.29
2024-09-09,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144835.24,7418.78,92087.6,13709.92,105797.52
2024-09-10,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141556.19,6540.09,130768.0,12656.99,143424.99
2024-09-11,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139943.41,6965.93,90307.55,10585.7,100893.25
2024-09-12,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,142361.3,6753.38,103827.17,9362.26,113189.44
2024-09-13,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,143240.0,7454.53,116597.34,8987.47,125584.81
2024-09-14,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139431.49,7139.53,106504.46,12898.58,119403.04
2024-09-15,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139956.31,6975.73,113300.62,14590.43,127891.05
2024-09-16,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,138289.11,6804.38,125417.15,12255.37,137672.52
2024-09-17,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139645.19,7170.38,115882.98,13530.61,129413.59
2024-09-18,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,138098.87,7338.42,115180.47,11168.79,126349.26
2024-09-19,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,145949.38,6689.64,100824.25,10110.45,110934.7
2024-09-20,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,145161.4,6737.94,83695.18,8778.53,92473.71
2024-09-21,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,133435.69,6157.61,102499.91,11207.14,113707.05
2024-09-22,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136007.63,6685.1,98210.57,8784.05,106994.62
2024-09-23,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139527.24,7246.43,114047.85,8394.98,122442.83
2024-09-24,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136419.93,7222.1,120701.93,13065.98,133767.92
2024-09-25,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136181.65,7274.75,93667.85,8477.99,102145.85
2024-09-26,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,137816.05,6459.48,118750.55,14859.43,133609.99
2024-09-27,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136013.3,6901.04,131627.55,14841.3,146468.85
2024-09-28,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,140828.86,7515.24,134874.73,15415.02,150289.75
2024-09-29,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,133411.61,6561.16,90836.35,13593.48,104429.83
2024-09-30,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144153.15,6751.58,101764.7,8987.56,110752.26
2024-10-01,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,133136.81,7164.17,131864.83,13488.13,145352.96
2024-10-02,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141486.32,6739.85,113082.45,12155.52,125237.97
2024-10-03,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,140097.51,6724.95,107125.08,12015.1,119140.17
2024-10-04,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146766.43,7824.41,132885.81,12206.42,145092.24
2024-10-05,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,143377.57,6613.13,124862.59,15018.24,139880.82
2024-10-06,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139401.53,6843.65,108221.48,10266.64,118488.12
2024-10-07,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,133707.11,7077.78,103564.96,8259.24,111824.2
2024-10-08,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146237.33,7598.51,106540.13,10831.73,117371.86
2024-10-09,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,133345.53,6884.76,111951.79,8325.99,120277.78
2024-10-10,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146882.88,6866.12,136854.24,15382.16,152236.4
2024-10-11,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,134344.83,7145.92,137574.04,11527.32,149101.36
2024-10-12,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141624.08,7272.53,137566.74,12348.05,149914.79
2024-10-13,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144033.24,7227.18,100907.94,14894.2,115802.14
2024-10-14,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136038.81,6416.95,89256.7,10434.24,99690.94
2024-10-15,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,147058.83,6869.89,92838.19,13963.17,106801.36
2024-10-16,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146514.36,7888.96,150147.25,12200.76,162348.01
2024-10-17,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,134275.86,7071.8,136270.88,9591.49,145862.37
2024-10-18,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,134354.49,6780.63,95400.07,13144.14,108544.21
2024-10-19,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,137212.3,6385.06,105217.8,10472.27,115690.08
2024-10-20,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136263.95,6673.18,123783.74,8237.65,132021.39
2024-10-21,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136592.75,6583.02,101759.88,8321.42,110081.3
2024-10-22,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146854.66,7210.75,130006.85,10129.28,140136.13
2024-10-23,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,146295.41,6917.03,135424.35,14416.35,149840.69
2024-10-24,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,137608.67,7191.18,113538.62,13131.8,126670.43
2024-10-25,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,136230.51,6328.7,126075.13,13980.07,140055.2
2024-10-26,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,145221.77,7195.69,120564.96,13415.4,133980.35
2024-10-27,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141228.34,6550.2,98087.09,14274.75,112361.84
2024-10-28,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,147638.87,7077.45,93928.41,8865.93,102794.35
2024-10-29,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,142817.59,7669.67,144448.02,9298.81,153746.83
2024-10-30,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,143850.76,7583.24,141955.01,10777.12,152732.12
2024-10-31,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,147581.39,7047.08,133502.9,9824.01,143326.92
2024-11-01,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,150529.34,6938.53,133748.42,14535.64,148284.06
2024-11-02,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,149220.66,8038.67,124907.94,14624.33,139532.26
2024-11-03,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141570.03,6867.02,123377.71,13622.03,136999.74
2024-11-04,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,140168.64,7438.43,122748.92,13420.61,136169.54
2024-11-05,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144305.55,7267.27,99050.01,9807.34,108857.35
2024-11-06,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,139014.89,6549.52,106382.8,11494.4,117877.21
2024-11-07,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,138168.42,7250.16,139889.48,10322.34,150211.83
2024-11-08,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,152195.8,7210.86,86601.36,12648.21,99249.57
2024-11-09,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,147064.8,7484.75,123253.6,10644.11,133897.71
2024-11-10,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141867.56,6692.4,97758.53,13133.53,110892.05
2024-11-11,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,147432.02,7289.59,96198.1,16102.17,112300.27
2024-11-12,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,145840.67,7511.35,148706.68,11634.77,160341.45
2024-11-13,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,149861.11,7689.1,150869.36,14664.35,165533.71
2024-11-14,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,152850.14,7928.19,104393.47,14896.48,119289.95
2024-11-15,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141273.58,7147.15,113345.64,8606.16,121951.8
2024-11-16,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,143108.16,6971.77,136158.02,14137.69,150295.71
2024-11-17,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,141327.24,7106.69,89971.18,14715.94,104687.12
2024-11-18,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,152706.36,7454.36,147743.46,11621.68,159365.14
2024-11-19,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,143743.79,7418.61,91467.51,14528.48,105995.99
2024-11-20,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,150978.7,8117.06,155602.09,9996.45,165598.54
2024-11-21,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,150135.07,7652.64,110126.75,13609.33,123736.08
2024-11-22,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,155489.48,8354.13,152608.02,14190.78,166798.8
2024-11-23,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,150962.95,7528.52,123648.5,14045.74,137694.25
2024-11-24,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,151030.35,7908.75,97483.45,12693.37,110176.83
2024-11-25,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,144825.28,7167.17,120023.08,13938.18,133961.25
2024-11-26,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,152408.38,7594.1,111117.96,13836.71,124954.67
2024-11-27,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,149996.98,7805.19,120740.4,15538.43,136278.84
2024-11-28,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,143863.24,6787.55,116923.12,8781.85,125704.97
2024-11-29,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,148508.72,7478.01,94613.32,12573.32,107186.64
2024-11-30,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,149879.27,7144.95,97375.8,12128.23,109504.03
2024-12-01,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,156810.65,7414.78,113648.3,16941.67,130589.96
2024-12-02,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,157216.0,8029.5,145669.5,15213.4,160882.9
2024-12-03,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,152337.69,7671.85,128154.23,13055.31,141209.54
2024-12-04,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,145395.24,7143.17,119875.09,13130.56,133005.65
2024-12-05,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,157368.38,8071.7,115189.89,17248.62,132438.51
2024-12-06,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,151047.56,7406.17,138406.44,12580.85,150987.29
2024-12-07,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,149467.39,7817.14,131444.06,11997.08,143441.14
2024-12-08,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,155882.86,7628.97,116755.67,13348.37,130104.03
2024-12-09,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,147523.47,7298.93,111236.86,9569.8,120806.66
2024-12-10,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,155925.54,7899.47,100813.73,14521.51,115335.24
2024-12-11,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,157171.04,7612.51,143601.58,12566.19,156167.76
2024-12-12,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,147526.49,7485.02,113572.26,13267.9,126840.15
2024-12-13,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,151384.36,7234.5,112396.6,15772.05,128168.65
2024-12-14,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,153168.95,7593.07,99970.72,14316.63,114287.35
2024-12-15,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,155346.65,7881.1,110494.83,16688.76,127183.59
2024-12-16,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,154267.72,7558.29,112269.81,13926.81,126196.62
2024-12-17,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,157330.72,8235.99,128242.16,14988.78,143230.94
2024-12-18,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,162865.09,8222.16,100914.73,14168.5,115083.23
2024-12-19,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,165143.85,7738.33,96060.28,11817.12,107877.4
2024-12-20,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,160027.76,7634.26,97019.56,11042.0,108061.56
2024-12-21,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,151884.14,7701.38,116899.42,14339.44,131238.86
2024-12-22,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,158180.35,8154.15,118928.71,9628.28,128556.99
2024-12-23,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,166355.42,8428.83,136326.55,12095.91,148422.46
2024-12-24,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,156678.54,7876.03,102874.45,10385.76,113260.21
2024-12-25,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,153840.05,8255.85,109795.03,14867.86,124662.89
2024-12-26,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,154888.02,8042.34,111599.46,10502.68,122102.13
2024-12-27,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,167638.36,8040.08,159427.24,15604.05,175031.29
2024-12-28,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,158541.51,7289.63,135929.82,11447.86,147377.68
2024-12-29,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,166771.89,8711.77,159983.73,10949.49,170933.22
2024-12-30,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,168002.02,8540.96,158987.43,17983.57,176971.0
2024-12-31,DC_NJ_01,Northeast,PSE&G,Large Commercial TOU,164294.9,8320.42,110447.77,12721.14,123168.9
2024-01-01,DC_TX_02,South,Oncor,Industrial Demand,92860.3,5012.27,95062.84,7460.9,102523.73
2024-01-02,DC_TX_02,South,Oncor,Industrial Demand,100222.31,5067.09,96417.15,9713.79,106130.94
2024-01-03,DC_TX_02,South,Oncor,Industrial Demand,96749.34,4698.01,86738.33,9034.42,95772.75
2024-01-04,DC_TX_02,South,Oncor,Industrial Demand,100469.43,5272.81,97772.08,8216.31,105988.38
2024-01-05,DC_TX_02,South,Oncor,Industrial Demand,94391.04,4754.55,69400.63,5690.64,75091.27
2024-01-06,DC_TX_02,South,Oncor,Industrial Demand,97020.08,4767.06,72022.95,9194.92,81217.87
2024-01-07,DC_TX_02,South,Oncor,Industrial Demand,98043.21,4687.73,64775.75,7712.33,72488.08
2024-01-08,DC_TX_02,South,Oncor,Industrial Demand,94548.97,4808.96,81540.29,8831.88,90372.17
2024-01-09,DC_TX_02,South,Oncor,Industrial Demand,98618.14,4832.11,78051.45,10174.11,88225.56
2024-01-10,DC_TX_02,South,Oncor,Industrial Demand,98987.9,4558.1,68560.92,7628.24,76189.17
2024-01-11,DC_TX_02,South,Oncor,Industrial Demand,98403.22,4985.9,84078.5,8529.6,92608.11
2024-01-12,DC_TX_02,South,Oncor,Industrial Demand,102262.08,5379.83,105682.31,9807.56,115489.87
2024-01-13,DC_TX_02,South,Oncor,Industrial Demand,95027.2,4510.45,77488.59,5737.57,83226.16
2024-01-14,DC_TX_02,South,Oncor,Industrial Demand,104032.64,4979.25,62151.65,11064.05,73215.7
2024-01-15,DC_TX_02,South,Oncor,Industrial Demand,104618.9,5101.59,81048.77,6807.66,87856.43
2024-01-16,DC_TX_02,South,Oncor,Industrial Demand,98031.52,4725.83,87069.71,7388.1,94457.81
2024-01-17,DC_TX_02,South,Oncor,Industrial Demand,101081.19,4895.12,86786.52,9149.54,95936.05
2024-01-18,DC_TX_02,South,Oncor,Industrial Demand,98603.62,4859.14,65351.58,6517.14,71868.72
2024-01-19,DC_TX_02,South,Oncor,Industrial Demand,102939.21,4873.69,86129.65,8879.35,95009.0
2024-01-20,DC_TX_02,South,Oncor,Industrial Demand,97334.35,4921.32,96966.72,7088.68,104055.4
2024-01-21,DC_TX_02,South,Oncor,Industrial Demand,101358.89,5326.4,65766.7,8870.05,74636.75
2024-01-22,DC_TX_02,South,Oncor,Industrial Demand,103088.25,5542.2,102827.25,9286.25,112113.5
2024-01-23,DC_TX_02,South,Oncor,Industrial Demand,105857.05,5052.98,85333.96,7473.75,92807.71
2024-01-24,DC_TX_02,South,Oncor,Industrial Demand,101237.44,5348.59,79305.6,10630.05,89935.64
2024-01-25,DC_TX_02,South,Oncor,Industrial Demand,99657.9,5215.87,96915.57,7348.8,104264.37
2024-01-26,DC_TX_02,South,Oncor,Industrial Demand,101772.7,5230.73,88874.76,6592.51,95467.27
2024-01-27,DC_TX_02,South,Oncor,Industrial Demand,102261.8,5186.9,92819.46,6994.78,99814.24
2024-01-28,DC_TX_02,South,Oncor,Industrial Demand,106694.22,5082.86,61955.52,6912.26,68867.79
2024-01-29,DC_TX_02,South,Oncor,Industrial Demand,104623.74,5324.56,73774.83,9137.3,82912.13
2024-01-30,DC_TX_02,South,Oncor,Industrial Demand,102230.62,5192.02,103333.0,8673.08,112006.08
2024-01-31,DC_TX_02,South,Oncor,Industrial Demand,99791.04,5151.83,79470.09,8004.83,87474.92
2024-02-01,DC_TX_02,South,Oncor,Industrial Demand,106009.93,5470.5,71265.02,11614.74,82879.76
2024-02-02,DC_TX_02,South,Oncor,Industrial Demand,99832.12,5178.24,73496.26,8877.01,82373.26
2024-02-03,DC_TX_02,South,Oncor,Industrial Demand,99760.9,4643.59,62850.65,10445.92,73296.57
2024-02-04,DC_TX_02,South,Oncor,Industrial Demand,102490.13,4891.05,61409.02,7968.59,69377.61
2024-02-05,DC_TX_02,South,Oncor,Industrial Demand,104722.74,4858.8,67390.04,10474.14,77864.18
2024-02-06,DC_TX_02,South,Oncor,Industrial Demand,105131.5,5589.56,90906.72,9729.28,100636.0
2024-02-07,DC_TX_02,South,Oncor,Industrial Demand,103057.18,5009.44,99953.92,9633.2,109587.12
2024-02-08,DC_TX_02,South,Oncor,Industrial Demand,106786.36,5390.74,84751.28,10308.36,95059.64
2024-02-09,DC_TX_02,South,Oncor,Industrial Demand,100639.35,5084.21,68140.78,10857.1,78997.88
2024-02-10,DC_TX_02,South,Oncor,Industrial Demand,107455.68,5104.98,65208.02,9326.23,74534.25
2024-02-11,DC_TX_02,South,Oncor,Industrial Demand,105108.33,5479.79,94906.11,8133.13,103039.24
2024-02-12,DC_TX_02,South,Oncor,Industrial Demand,108937.5,5834.67,88655.09,7814.32,96469.4
2024-02-13,DC_TX_02,South,Oncor,Industrial Demand,102304.19,5535.07,90330.43,10880.06,101210.49
2024-02-14,DC_TX_02,South,Oncor,Industrial Demand,109794.28,5508.89,70034.49,10010.96,80045.45
2024-02-15,DC_TX_02,South,Oncor,Industrial Demand,109050.62,5114.21,93366.24,11047.2,104413.44
2024-02-16,DC_TX_02,South,Oncor,Industrial Demand,108730.52,5016.25,70753.66,8171.8,78925.45
2024-02-17,DC_TX_02,South,Oncor,Industrial Demand,105184.26,4897.77,80472.37,11238.72,91711.08
2024-02-18,DC_TX_02,South,Oncor,Industrial Demand,104765.43,5148.33,86516.45,8628.49,95144.94
2024-02-19,DC_TX_02,South,Oncor,Industrial Demand,107175.95,5733.37,114307.72,9093.68,123401.4
2024-02-20,DC_TX_02,South,Oncor,Industrial Demand,110937.2,5277.38,68241.5,11818.11,80059.61
2024-02-21,DC_TX_02,South,Oncor,Industrial Demand,110738.79,5426.78,102807.31,11505.62,114312.93
2024-02-22,DC_TX_02,South,Oncor,Industrial Demand,110778.36,5806.66,73438.89,8334.29,81773.19
2024-02-23,DC_TX_02,South,Oncor,Industrial Demand,106601.77,5040.06,74435.7,10100.26,84535.96
2024-02-24,DC_TX_02,South,Oncor,Industrial Demand,112927.15,5779.02,75475.15,11419.65,86894.8
2024-02-25,DC_TX_02,South,Oncor,Industrial Demand,111859.69,5987.06,100882.17,9435.71,110317.88
2024-02-26,DC_TX_02,South,Oncor,Industrial Demand,110963.59,5247.5,79705.93,9446.14,89152.08
2024-02-27,DC_TX_02,South,Oncor,Industrial Demand,104419.96,5105.73,62323.08,6621.13,68944.21
2024-02-28,DC_TX_02,South,Oncor,Industrial Demand,104437.89,5624.95,110961.03,9135.86,120096.89
2024-02-29,DC_TX_02,South,Oncor,Industrial Demand,107801.87,5221.04,81010.13,9196.26,90206.39
2024-03-01,DC_TX_02,South,Oncor,Industrial Demand,104388.73,5341.94,90581.73,7390.92,97972.66
2024-03-02,DC_TX_02,South,Oncor,Industrial Demand,110445.65,5202.01,94916.41,6965.53,101881.94
2024-03-03,DC_TX_02,South,Oncor,Industrial Demand,108507.96,5025.88,62633.69,11908.02,74541.71
2024-03-04,DC_TX_02,South,Oncor,Industrial Demand,111205.41,6008.5,78939.66,8002.23,86941.9
2024-03-05,DC_TX_02,South,Oncor,Industrial Demand,105072.76,5081.38,89113.72,6835.22,95948.94
2024-03-06,DC_TX_02,South,Oncor,Industrial Demand,104548.79,5235.65,96921.08,11483.1,108404.18
2024-03-07,DC_TX_02,South,Oncor,Industrial Demand,110719.92,5357.23,86874.66,10097.08,96971.74
2024-03-08,DC_TX_02,South,Oncor,Industrial Demand,108770.41,5103.79,79610.31,11348.04,90958.35
2024-03-09,DC_TX_02,South,Oncor,Industrial Demand,106349.39,5200.27,96830.64,8583.09,105413.72
2024-03-10,DC_TX_02,South,Oncor,Industrial Demand,112381.09,5871.26,90001.92,6804.85,96806.77
2024-03-11,DC_TX_02,South,Oncor,Industrial Demand,109724.11,5046.57,91253.7,8008.84,99262.53
2024-03-12,DC_TX_02,South,Oncor,Industrial Demand,106046.76,5333.54,64519.68,7503.88,72023.56
2024-03-13,DC_TX_02,South,Oncor,Industrial Demand,107297.45,5790.37,113934.92,10737.99,124672.91
2024-03-14,DC_TX_02,South,Oncor,Industrial Demand,110119.42,5147.84,80486.59,9624.21,90110.8
2024-03-15,DC_TX_02,South,Oncor,Industrial Demand,114155.98,5325.45,70298.08,9636.14,79934.22
2024-03-16,DC_TX_02,South,Oncor,Industrial Demand,108518.89,5640.59,84648.97,9093.98,93742.95
2024-03-17,DC_TX_02,South,Oncor,Industrial Demand,109385.66,5432.32,103956.5,10856.62,114813.12
2024-03-18,DC_TX_02,South,Oncor,Industrial Demand,115684.31,6060.8,106094.78,8765.44,114860.22
2024-03-19,DC_TX_02,South,Oncor,Industrial Demand,110046.31,5277.34,64950.34,11229.52,76179.86
2024-03-20,DC_TX_02,South,Oncor,Industrial Demand,115278.02,5726.89,98931.13,10589.45,109520.58
2024-03-21,DC_TX_02,South,Oncor,Industrial Demand,115293.04,5895.96,73895.35,10456.7,84352.05
2024-03-22,DC_TX_02,South,Oncor,Industrial Demand,111197.45,5235.7,84283.17,10771.88,95055.06
2024-03-23,DC_TX_02,South,Oncor,Industrial Demand,113074.41,5221.84,92586.38,7263.85,99850.23
2024-03-24,DC_TX_02,South,Oncor,Industrial Demand,106392.83,4939.51,97071.4,6447.98,103519.38
2024-03-25,DC_TX_02,South,Oncor,Industrial Demand,113864.26,5553.97,82185.53,8520.1,90705.63
2024-03-26,DC_TX_02,South,Oncor,Industrial Demand,114349.92,5871.27,78633.16,7919.85,86553.01
2024-03-27,DC_TX_02,South,Oncor,Industrial Demand,106888.53,5487.21,77481.5,10498.45,87979.95
2024-03-28,DC_TX_02,South,Oncor,Industrial Demand,106087.57,4934.99,70884.04,11499.15,82383.19
2024-03-29,DC_TX_02,South,Oncor,Industrial Demand,114488.6,5843.37,79735.67,9055.7,88791.37
2024-03-30,DC_TX_02,South,Oncor,Industrial Demand,107322.49,5468.99,93799.87,10596.13,104396.0
2024-03-31,DC_TX_02,South,Oncor,Industrial Demand,111939.59,5169.7,95069.26,12136.99,107206.25
2024-04-01,DC_TX_02,South,Oncor,Industrial Demand,109340.83,5904.38,98363.28,9850.96,108214.24
2024-04-02,DC_TX_02,South,Oncor,Industrial Demand,114474.76,6021.15,78424.11,10626.0,89050.11
